"","Kingdom","Phylum","Class","Order","Family","Genus"
"Otu15021","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"Otu15023","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27_clade"
"Otu15025","Bacteria","Patescibacteria","Patescibacteria_unclassified","Patescibacteria_unclassified","Patescibacteria_unclassified","Patescibacteria_unclassified"
"Otu15026","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"Otu15028","Bacteria","Patescibacteria","Gracilibacteria","Gracilibacteria_or","Gracilibacteria_fa","Gracilibacteria_ge"
"Otu15030","Bacteria","Patescibacteria","Gracilibacteria","Gracilibacteria_or","Gracilibacteria_fa","Gracilibacteria_ge"
"Otu15031","Bacteria","Patescibacteria","Gracilibacteria","Gracilibacteria_or","Gracilibacteria_fa","Gracilibacteria_ge"
"Otu15035","Bacteria","Chloroflexi","JG30-KF-CM66","JG30-KF-CM66_or","JG30-KF-CM66_fa","JG30-KF-CM66_ge"
"Otu15037","Bacteria","Bacteroidota","SJA-28","SJA-28_or","SJA-28_fa","SJA-28_ge"
"Otu15039","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","LWQ8","LWQ8_ge"
"Otu15040","Bacteria","Proteobacteria","Gammaproteobacteria","WD260","WD260_fa","WD260_ge"
"Otu15043","Bacteria","Proteobacteria","Gammaproteobacteria","WD260","WD260_fa","WD260_ge"
"Otu15044","Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","cvE6","cvE6_ge"
"Otu15045","Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","Parachlamydiaceae","Candidatus_Protochlamydia"
"Otu15046","Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","Simkaniaceae","Simkaniaceae_unclassified"
"Otu15047","Bacteria","Desulfobacterota","uncultured","uncultured_or","uncultured_fa","uncultured_ge"
"Otu15048","Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","cvE6","cvE6_ge"
"Otu15049","Bacteria","Proteobacteria","Gammaproteobacteria","JG36-TzT-191","JG36-TzT-191_fa","JG36-TzT-191_ge"
"Otu15050","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27_clade"
"Otu15051","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Pseudohongiellaceae","BIyi10"
"Otu15052","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","Saccharimonadales_unclassified","Saccharimonadales_unclassified"
"Otu15053","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"Otu15054","Bacteria","Proteobacteria","Magnetococcia","Magnetococcales","Magnetococcaceae","Magnetococcus"
"Otu15055","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"Otu15056","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"Otu15058","Bacteria","Patescibacteria","Microgenomatia","Candidatus_Curtissbacteria","Candidatus_Curtissbacteria_fa","Candidatus_Curtissbacteria_ge"
"Otu15060","Bacteria","Patescibacteria","Microgenomatia","Candidatus_Curtissbacteria","Candidatus_Curtissbacteria_fa","Candidatus_Curtissbacteria_ge"
"Otu15061","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Comamonadaceae_unclassified"
"Otu15062","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"Otu15063","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"Otu15066","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"Otu15068","Bacteria","Planctomycetota","Pla4_lineage","Pla4_lineage_or","Pla4_lineage_fa","Pla4_lineage_ge"
"Otu15070","Bacteria","Planctomycetota","Pla4_lineage","Pla4_lineage_or","Pla4_lineage_fa","Pla4_lineage_ge"
"Otu15071","Bacteria","Planctomycetota","Pla4_lineage","Pla4_lineage_or","Pla4_lineage_fa","Pla4_lineage_ge"
"Otu15072","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingorhabdus"
"Otu15074","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonadaceae_unclassified"
"Otu15076","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonadaceae_unclassified"
"Otu15080","Bacteria","Proteobacteria","Gammaproteobacteria","Salinisphaerales","Solimonadaceae","Hydrocarboniphaga"
"Otu15083","Bacteria","Proteobacteria","Gammaproteobacteria","Salinisphaerales","Solimonadaceae","uncultured"
"Otu15085","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonadaceae_unclassified"
"Otu15086","Bacteria","Chloroflexi","AD3","AD3_or","AD3_fa","AD3_ge"
"Otu15088","Bacteria","Chloroflexi","AD3","AD3_or","AD3_fa","AD3_ge"
"Otu15089","Bacteria","Chloroflexi","AD3","AD3_or","AD3_fa","AD3_ge"
"Otu15090","Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae","uncultured"
"Otu15092","Archaea","Archaea_unclassified","Archaea_unclassified","Archaea_unclassified","Archaea_unclassified","Archaea_unclassified"
"Otu15094","Archaea","Archaea_unclassified","Archaea_unclassified","Archaea_unclassified","Archaea_unclassified","Archaea_unclassified"
"Otu15095","Bacteria","Elusimicrobiota","Lineage_IIa","Lineage_IIa_or","Lineage_IIa_fa","Lineage_IIa_ge"
"Otu15096","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonadaceae_unclassified"
"Otu15099","Bacteria","Myxococcota","Polyangia","mle1-27","mle1-27_fa","mle1-27_ge"
"Otu15101","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Rhizorhapis"
"Otu15102","Bacteria","Patescibacteria","Gracilibacteria","Candidatus_Peribacteria","Candidatus_Peribacteria_fa","Candidatus_Peribacteria_ge"
"Otu15107","Archaea","Archaea_unclassified","Archaea_unclassified","Archaea_unclassified","Archaea_unclassified","Archaea_unclassified"
"Otu15108","Bacteria","Elusimicrobiota","Lineage_IIa","Lineage_IIa_or","Lineage_IIa_fa","Lineage_IIa_ge"
"Otu15109","Bacteria","Elusimicrobiota","Lineage_IIa","Lineage_IIa_or","Lineage_IIa_fa","Lineage_IIa_ge"
"Otu15110","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Ellin6055"
"Otu15111","Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfosarcinaceae","Desulfosarcinaceae_unclassified"
"Otu15112","Bacteria","Elusimicrobiota","Lineage_IIa","Lineage_IIa_or","Lineage_IIa_fa","Lineage_IIa_ge"
"Otu15115","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium"
"Otu15116","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Rhizorhapis"
"Otu15117","Archaea","Archaea_unclassified","Archaea_unclassified","Archaea_unclassified","Archaea_unclassified","Archaea_unclassified"
"Otu15118","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriia_unclassified","Cyanobacteriia_unclassified","Cyanobacteriia_unclassified"
"Otu15121","Bacteria","Dependentiae","Babeliae","Babeliales","Babeliales_unclassified","Babeliales_unclassified"
"Otu15125","Bacteria","Dependentiae","Babeliae","Babeliales","UBA12411","UBA12411_ge"
"Otu15126","Bacteria","Dependentiae","Babeliae","Babeliales","Babeliales_fa","Babeliales_ge"
"Otu15127","Bacteria","Dependentiae","Babeliae","Babeliales","UBA12411","UBA12411_ge"
"Otu15130","Bacteria","Dependentiae","Babeliae","Babeliales","Babeliales_fa","Babeliales_ge"
"Otu15131","Bacteria","Patescibacteria","Parcubacteria","Candidatus_Zambryskibacteria","Candidatus_Zambryskibacteria_fa","Candidatus_Zambryskibacteria_ge"
"Otu15134","Bacteria","Patescibacteria","Parcubacteria","Candidatus_Zambryskibacteria","Candidatus_Zambryskibacteria_fa","Candidatus_Zambryskibacteria_ge"
"Otu15135","Bacteria","Patescibacteria","Parcubacteria","Candidatus_Zambryskibacteria","Candidatus_Zambryskibacteria_fa","Candidatus_Zambryskibacteria_ge"
"Otu15136","Bacteria","Sumerlaeota","Sumerlaeia","Sumerlaeales","Sumerlaeaceae","Sumerlaea"
"Otu15139","Bacteria","Dependentiae","Babeliae","Babeliales","Vermiphilaceae","Vermiphilaceae_ge"
"Otu15140","Bacteria","Cyanobacteria","Vampirivibrionia","Obscuribacterales","Obscuribacteraceae","Obscuribacteraceae_ge"
"Otu15141","Bacteria","Dependentiae","Babeliae","Babeliales","Babeliales_unclassified","Babeliales_unclassified"
"Otu15142","Archaea","Archaea_unclassified","Archaea_unclassified","Archaea_unclassified","Archaea_unclassified","Archaea_unclassified"
"Otu15143","Archaea","Archaea_unclassified","Archaea_unclassified","Archaea_unclassified","Archaea_unclassified","Archaea_unclassified"
"Otu15144","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","uncultured"
"Otu15147","Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20","0319-6G20_fa","0319-6G20_ge"
"Otu15148","Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20","0319-6G20_fa","0319-6G20_ge"
"Otu15150","Bacteria","Dependentiae","Babeliae","Babeliales","Babeliales_fa","Babeliales_ge"
"Otu15151","Bacteria","Dependentiae","Babeliae","Babeliales","Babeliales_unclassified","Babeliales_unclassified"
"Otu15154","Bacteria","Dependentiae","Babeliae","Babeliales","Babeliaceae","Babeliaceae_ge"
"Otu15155","Bacteria","Bacteroidota","Bacteroidota_unclassified","Bacteroidota_unclassified","Bacteroidota_unclassified","Bacteroidota_unclassified"
"Otu15156","Bacteria","Bacteroidota","Bacteroidota_unclassified","Bacteroidota_unclassified","Bacteroidota_unclassified","Bacteroidota_unclassified"
"Otu15158","Bacteria","Bacteroidota","Bacteroidota_unclassified","Bacteroidota_unclassified","Bacteroidota_unclassified","Bacteroidota_unclassified"
"Otu15159","Bacteria","Dependentiae","Babeliae","Babeliales","Babeliales_unclassified","Babeliales_unclassified"
"Otu15160","Bacteria","Dependentiae","Babeliae","Babeliales","Babeliales_unclassified","Babeliales_unclassified"
"Otu15161","Bacteria","Dependentiae","Babeliae","Babeliales","Vermiphilaceae","Vermiphilaceae_ge"
"Otu15164","Bacteria","Armatimonadota","uncultured","uncultured_or","uncultured_fa","uncultured_ge"
"Otu15166","Bacteria","Armatimonadota","uncultured","uncultured_or","uncultured_fa","uncultured_ge"
"Otu15167","Bacteria","Firmicutes","Firmicutes_unclassified","Firmicutes_unclassified","Firmicutes_unclassified","Firmicutes_unclassified"
"Otu15168","Bacteria","Firmicutes","Firmicutes_unclassified","Firmicutes_unclassified","Firmicutes_unclassified","Firmicutes_unclassified"
"Otu15169","Bacteria","Firmicutes","Firmicutes_unclassified","Firmicutes_unclassified","Firmicutes_unclassified","Firmicutes_unclassified"
"Otu15171","Bacteria","Elusimicrobiota","Lineage_IIa","Lineage_IIa_or","Lineage_IIa_fa","Lineage_IIa_ge"
"Otu15174","Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20","0319-6G20_fa","0319-6G20_ge"
"Otu15175","Bacteria","Armatimonadota","uncultured","uncultured_or","uncultured_fa","uncultured_ge"
"Otu15177","Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20","0319-6G20_fa","0319-6G20_ge"
"Otu15178","Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20","0319-6G20_fa","0319-6G20_ge"
"Otu15180","Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20","0319-6G20_fa","0319-6G20_ge"
"Otu15181","Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20","0319-6G20_fa","0319-6G20_ge"
"Otu15183","Bacteria","Planctomycetota","Planctomycetes","uncultured","uncultured_fa","uncultured_ge"
"Otu15185","Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20","0319-6G20_fa","0319-6G20_ge"
"Otu15189","Bacteria","Cyanobacteria","Sericytochromatia","Sericytochromatia_or","Sericytochromatia_fa","Sericytochromatia_ge"
"Otu15190","Bacteria","Cyanobacteria","Sericytochromatia","Sericytochromatia_or","Sericytochromatia_fa","Sericytochromatia_ge"
"Otu15192","Bacteria","Planctomycetota","Phycisphaerae","MSBL9","MSBL9_fa","MSBL9_ge"
"Otu15194","Bacteria","Latescibacterota","Latescibacteria","Latescibacterales","Latescibacteraceae","Latescibacteraceae_ge"
"Otu15195","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriae_unclassified","Acidobacteriae_unclassified","Acidobacteriae_unclassified"
"Otu15196","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriae_unclassified","Acidobacteriae_unclassified","Acidobacteriae_unclassified"
"Otu15197","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriae_unclassified","Acidobacteriae_unclassified","Acidobacteriae_unclassified"
"Otu15200","Bacteria","Chloroflexi","Ktedonobacteria","C0119","C0119_fa","C0119_ge"
"Otu15202","Bacteria","Acidobacteriota","Aminicenantia","Aminicenantales","Aminicenantales_fa","Aminicenantales_ge"
"Otu15205","Bacteria","Armatimonadota","uncultured","uncultured_or","uncultured_fa","uncultured_ge"
"Otu15206","Bacteria","Armatimonadota","uncultured","uncultured_or","uncultured_fa","uncultured_ge"
"Otu15207","Bacteria","Armatimonadota","uncultured","uncultured_or","uncultured_fa","uncultured_ge"
"Otu15208","Bacteria","Armatimonadota","uncultured","uncultured_or","uncultured_fa","uncultured_ge"
"Otu15209","Bacteria","Desulfobacterota","Desulfobacteria","Desulfatiglandales","Desulfatiglandaceae","Desulfatiglans"
"Otu15210","Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20","0319-6G20_fa","0319-6G20_ge"
"Otu15212","Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20","0319-6G20_fa","0319-6G20_ge"
"Otu15213","Bacteria","Acidobacteriota","Acidobacteriae","Subgroup_15","Subgroup_15_fa","Subgroup_15_ge"
"Otu15214","Bacteria","Acidobacteriota","Acidobacteriae","Subgroup_15","Subgroup_15_fa","Subgroup_15_ge"
"Otu15215","Bacteria","Planctomycetota","Planctomycetota_unclassified","Planctomycetota_unclassified","Planctomycetota_unclassified","Planctomycetota_unclassified"
"Otu15216","Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20","0319-6G20_fa","0319-6G20_ge"
"Otu15218","Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20","0319-6G20_fa","0319-6G20_ge"
"Otu15220","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingorhabdus"
"Otu15222","Bacteria","Desulfobacterota","Desulfobacteria","Desulfatiglandales","Desulfatiglandaceae","Desulfatiglans"
"Otu15223","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Rhizorhapis"
"Otu15225","Bacteria","Patescibacteria","Gracilibacteria","Candidatus_Peribacteria","Candidatus_Peribacteria_fa","Candidatus_Peribacteria_ge"
"Otu15226","Bacteria","Patescibacteria","Gracilibacteria","Candidatus_Peribacteria","Candidatus_Peribacteria_fa","Candidatus_Peribacteria_ge"
"Otu15228","Bacteria","Patescibacteria","Gracilibacteria","Candidatus_Peribacteria","Candidatus_Peribacteria_fa","Candidatus_Peribacteria_ge"
"Otu15229","Bacteria","Patescibacteria","Gracilibacteria","Candidatus_Peribacteria","Candidatus_Peribacteria_fa","Candidatus_Peribacteria_ge"
"Otu15233","Bacteria","Planctomycetota","Planctomycetota_unclassified","Planctomycetota_unclassified","Planctomycetota_unclassified","Planctomycetota_unclassified"
"Otu15234","Bacteria","Planctomycetota","Planctomycetota_unclassified","Planctomycetota_unclassified","Planctomycetota_unclassified","Planctomycetota_unclassified"
"Otu15236","Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20","0319-6G20_fa","0319-6G20_ge"
"Otu15239","Bacteria","Planctomycetota","Planctomycetota_unclassified","Planctomycetota_unclassified","Planctomycetota_unclassified","Planctomycetota_unclassified"
"Otu15240","Bacteria","Planctomycetota","Planctomycetota_unclassified","Planctomycetota_unclassified","Planctomycetota_unclassified","Planctomycetota_unclassified"
"Otu15241","Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20","0319-6G20_fa","0319-6G20_ge"
"Otu15242","Bacteria","Planctomycetota","Planctomycetota_unclassified","Planctomycetota_unclassified","Planctomycetota_unclassified","Planctomycetota_unclassified"
"Otu15243","Bacteria","Verrucomicrobiota","Verrucomicrobiota_unclassified","Verrucomicrobiota_unclassified","Verrucomicrobiota_unclassified","Verrucomicrobiota_unclassified"
"Otu15244","Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20","0319-6G20_fa","0319-6G20_ge"
"Otu15245","Bacteria","Planctomycetota","Planctomycetota_unclassified","Planctomycetota_unclassified","Planctomycetota_unclassified","Planctomycetota_unclassified"
"Otu15246","Bacteria","Planctomycetota","Planctomycetota_unclassified","Planctomycetota_unclassified","Planctomycetota_unclassified","Planctomycetota_unclassified"
"Otu15248","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Tyzzerella"
"Otu15249","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"Otu15250","Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20","0319-6G20_fa","0319-6G20_ge"
"Otu15251","Bacteria","Planctomycetota","Planctomycetota_unclassified","Planctomycetota_unclassified","Planctomycetota_unclassified","Planctomycetota_unclassified"
"Otu15253","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_UCG-001"
"Otu15254","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriales_unclassified","Sphingobacteriales_unclassified"
"Otu15256","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacteriaceae_unclassified"
"Otu15258","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriales_unclassified","Sphingobacteriales_unclassified"
"Otu15259","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriales_unclassified","Sphingobacteriales_unclassified"
"Otu15260","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter"
"Otu15262","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","KD3-93","KD3-93_ge"
"Otu15263","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","AKYH767","AKYH767_ge"
"Otu15264","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriales_unclassified","Sphingobacteriales_unclassified"
"Otu15266","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriales_unclassified","Sphingobacteriales_unclassified"
"Otu15268","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriales_unclassified","Sphingobacteriales_unclassified"
"Otu15269","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter"
"Otu15271","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriales_unclassified","Sphingobacteriales_unclassified"
